"TTID","ID","Site","UnitID","StartingAddress","Size","CombinedHex","DecodedValue"
600,"RSSI","192.168.12.73",101,306728,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306728",""
600,"Has WX Sensor","192.168.12.73",101,306729,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306729",""
600,"Has Tracker HW","192.168.12.73",101,306730,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306730",""
600,"Location Text","192.168.12.73",101,306731,16,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306731",""
600,"Latitude","192.168.12.73",101,306747,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306747",""
600,"Longitude","192.168.12.73",101,306749,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306749",""
600,"Config Flags","192.168.12.73",101,306751,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306751",""
600,"Battery Voltage","192.168.12.73",101,306753,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306753",""
600,"Battery Current","192.168.12.73",101,306755,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306755",""
600,"Battery Charged","192.168.12.73",101,306757,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306757",""
600,"Battery Health","192.168.12.73",101,306758,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306758",""
600,"Charger Voltage","192.168.12.73",101,306759,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306759",""
600,"Charger Current","192.168.12.73",101,306761,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306761",""
600,"Solar Voltage","192.168.12.73",101,306763,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306763",""
600,"Solar Current","192.168.12.73",101,306765,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306765",""
600,"Controller Status","192.168.12.73",101,306767,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306767",""
600,"Tracking Status","192.168.12.73",101,306769,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306769",""
600,"Current Angle","192.168.12.73",101,306770,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306770",""
600,"Requested Angle","192.168.12.73",101,306772,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306772",""
600,"Motor Power (Prev Hr)","192.168.12.73",101,306774,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306774",""
600,"Angular Error (Prev Hr)","192.168.12.73",101,306776,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306776",""
600,"Wind Speed","192.168.12.73",101,306778,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306778",""
600,"Wind Direction","192.168.12.73",101,306780,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306780",""
600,"Avg Wind Speed","192.168.12.73",101,306782,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306782",""
600,"Peak Wind Speed","192.168.12.73",101,306784,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306784",""
600,"Snow Temp","192.168.12.73",101,306786,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306786",""
600,"Snow Distance","192.168.12.73",101,306788,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306788",""
600,"Snow Depth","192.168.12.73",101,306790,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306790",""
600,"Row Locked","192.168.12.73",101,306792,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 306792",""
601,"Device Type","192.168.12.73",101,307200,8,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307200",""
601,"Last Reported","192.168.12.73",101,307208,4,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307208",""
601,"Model Number","192.168.12.73",101,307212,8,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307212",""
601,"HW Rev","192.168.12.73",101,307220,8,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307220",""
601,"FW Rev","192.168.12.73",101,307228,8,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307228",""
601,"Uptime","192.168.12.73",101,307236,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307236",""
601,"SNAP Addr","192.168.12.73",101,307238,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307238",""
601,"RSSI","192.168.12.73",101,307240,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307240",""
601,"Has WX Sensor","192.168.12.73",101,307241,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307241",""
601,"Has Tracker HW","192.168.12.73",101,307242,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307242",""
601,"Location Text","192.168.12.73",101,307243,16,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307243",""
601,"Latitude","192.168.12.73",101,307259,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307259",""
601,"Longitude","192.168.12.73",101,307261,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307261",""
601,"Config Flags","192.168.12.73",101,307263,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307263",""
601,"Battery Voltage","192.168.12.73",101,307265,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307265",""
601,"Battery Current","192.168.12.73",101,307267,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307267",""
601,"Battery Charged","192.168.12.73",101,307269,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307269",""
601,"Battery Health","192.168.12.73",101,307270,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307270",""
601,"Charger Voltage","192.168.12.73",101,307271,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307271",""
601,"Charger Current","192.168.12.73",101,307273,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307273",""
601,"Solar Voltage","192.168.12.73",101,307275,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307275",""
601,"Solar Current","192.168.12.73",101,307277,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307277",""
601,"Controller Status","192.168.12.73",101,307279,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307279",""
601,"Tracking Status","192.168.12.73",101,307281,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307281",""
601,"Current Angle","192.168.12.73",101,307282,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307282",""
601,"Requested Angle","192.168.12.73",101,307284,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307284",""
601,"Motor Power (Prev Hr)","192.168.12.73",101,307286,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307286",""
601,"Angular Error (Prev Hr)","192.168.12.73",101,307288,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307288",""
601,"Wind Speed","192.168.12.73",101,307290,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307290",""
601,"Wind Direction","192.168.12.73",101,307292,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307292",""
601,"Avg Wind Speed","192.168.12.73",101,307294,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307294",""
601,"Peak Wind Speed","192.168.12.73",101,307296,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307296",""
601,"Snow Temp","192.168.12.73",101,307298,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307298",""
601,"Snow Distance","192.168.12.73",101,307300,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307300",""
601,"Snow Depth","192.168.12.73",101,307302,2,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307302",""
601,"Row Locked","192.168.12.73",101,307304,1,"Error: The value of ""value"" is out of range. It must be >= 0 and <= 65535. Received 307304",""
